,rackTotCnt,stationName,parkingBikeTotCnt,shared,stationLatitude,stationLongitude,stationId
1391,8,2199.신봉천주유소 A,2,25,37.47877121,126.95869446,ST-2383
1392,20,2202.청계산입구역 1번출구,17,85,37.44893646,127.05437469,ST-742
1393,10,2203. 청계산입구역 2번출구,10,100,37.44765854,127.05501556,ST-925
1394,15,2205. 내곡3단지 어린이공원 앞,21,140,37.45375061,127.05937958,ST-743
1395,20,2206. 언남초등학교 앞,22,110,37.45435715,127.06210327,ST-744
1396,9,2207. 내곡파출소 뒤 정자,15,167,37.45440674,127.06492615,ST-926
1397,10,2210. 반포1동 주민센터 앞,0,0,37.50509644,127.01310730,ST-745
1398,10,2211. 서초구립반포도서관 앞,6,60,37.50263596,127.01231384,ST-927
1399,14,2212.서초현대4차아파트 201동 맞은편,14,100,37.50065231,127.01861572,ST-746
1400,20,2213. 고속터미널역 5번출구 앞,2,10,37.50223160,127.00225830,ST-747
1401,15,2214. 신반포역 2번출구 앞,19,127,37.50411606,126.99748993,ST-748
1402,10,2215. 반포종합운동장 입구,9,90,37.50171280,126.99547577,ST-928
1403,20,2217.아크로리버뷰 부지 앞,43,215,37.51304626,127.00595856,ST-749
1404,20,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",26,130,37.50619888,127.00394440,ST-750
1405,15,2221. 방일초교 마을버스 정류장,15,100,37.48561096,126.99468231,ST-752
1406,10,2222.사당역 12번출구 뒤,23,230,37.47806931,126.98203278,ST-753
1407,15,2223. 방배래미안 정문 앞,11,73,37.47261047,126.98300934,ST-754
1408,10,2225.백석예술대학교 제3캠퍼스 앞,8,80,37.47375870,126.99524689,ST-755
1409,10,2226. 신동아럭스빌아파트 앞,0,0,37.47518158,127.00138855,ST-756
1410,15,2227.방배열린문화센터 앞,12,80,37.48905182,126.99252319,ST-757
1411,15,2228.뒷벌공원 옆,13,87,37.48976898,126.98676300,ST-758
1412,10,2229.로고스교회 맞은 편,4,40,37.48735046,126.98492432,ST-759
1413,20,2230.이수역 4번 출구,19,95,37.48582840,126.98262787,ST-760
1414,17,2231. 삼성타운(삼성생명) A동 맞은편,33,194,37.49691391,127.02496338,ST-761
1415,13,2233. 서초신동아1차아파트 옆,4,31,37.49111176,127.02295685,ST-762
1416,10,2235.KT 서초지사 앞,8,80,37.48215866,127.00270081,ST-763
1417,20,2237.서울남부터미널 대합실 입구,2,10,37.48455811,127.01486969,ST-764
1418,10,2239.교대역 6번출구,13,130,37.49421692,127.01378632,ST-765
1419,6,2241.양재전화국 사거리,6,100,37.48537827,127.04170227,ST-766
1420,20,2242.양재역 10번 출구 앞,1,5,37.48398972,127.03417969,ST-767
1421,15,2243.서울가정법원,0,0,37.48149109,127.03672791,ST-768
1422,20,2244. 말죽거리공원 사거리,10,50,37.47785187,127.03890991,ST-769
1423,20,2245.양재초등학교 맞은편,23,115,37.47361374,127.03050995,ST-770
1424,10,2246. 서울시 품질시험소 앞,7,70,37.46920013,127.02900696,ST-889
1425,30,2247.섬들근린공원,37,123,37.46263885,127.02661896,ST-771
1426,10,2248. 서초리슈빌S 글로벌 앞,10,100,37.45995331,127.02474213,ST-929
1427,10,2249. 우솔초등학교 맞은편,9,90,37.45623398,127.01934814,ST-880
1428,10,2250. 서초유치원 맞은편,4,40,37.45579910,127.01628876,ST-881
1429,10,2251. 더케이호텔 입구(양재2) ,7,70,37.46750641,127.03447723,ST-781
1430,25,2252. 잔디마을 마을버스 정류장,11,44,37.46332169,127.03604126,ST-890
1431,25,2255. 양재시민의숲역 1번출구,5,20,37.47016525,127.03862000,ST-772
1432,10,2256.양재동 꽃시장 입구,3,30,37.46768951,127.04035950,ST-773
1433,10,2257. 청계산 입구 삼거리,10,100,37.46268845,127.04611206,ST-774
1434,22,2258.구룡사 삼거리,9,41,37.47153854,127.05059052,ST-775
1435,15,2259. 잠원역 3번-4번 출구사이,4,27,37.51298904,127.01117706,ST-780
1436,20,2263. 바우뫼문화복지회관,21,105,37.47192764,127.02684021,ST-879
1437,9,2264. 이수역 1번출구,0,0,37.48897171,126.98271942,ST-935
1438,10,2265. 이수고가차도 남단,14,140,37.49474335,126.98306274,ST-949
1439,15,2266. 서초역 3번출구,13,87,37.49053955,127.00816345,ST-1158
1440,15,2269. 주홍교 하부,1,7,37.51034927,127.01605225,ST-1161
1441,10,2270. 서초포레스타 7단지,18,180,37.44896698,127.05773926,ST-1162
1442,8,2271. 내방역 8번출구 앞,2,25,37.48802185,126.99411774,ST-1163
1443,10,2272. 교대입구 교차로,4,40,37.48730850,127.01058197,ST-1164
1444,10,2273. 일동제약 사거리,17,170,37.47782898,127.03826904,ST-1165
1445,10,2274. 양재시민의숲역 3번출구,15,150,37.46924210,127.03982544,ST-1166
1446,10,2276. 영동1교 (양재천근린공원),9,90,37.47387695,127.03903198,ST-1168
1447,10,2277. 길마중4교 하부,11,110,37.51483917,127.01560211,ST-1169
1448,8,2279. 교대역 5번출구뒤,16,200,37.49361801,127.01418304,ST-1305
1449,10,2280. 서울서초고용센터앞,14,140,37.48416138,127.01097107,ST-1306
1450,7,2281. 연세사랑병원신관앞,3,43,37.47597885,126.98628235,ST-1307
1451,10,2283. 그룹한빌딩옆,7,70,37.48652649,126.98916626,ST-1309
1452,10,2285. LH서초3단지 301동 맞은편,10,100,37.45742416,127.02265167,ST-1311
1453,7,2286. 탑성마을입구,7,100,37.45854950,127.05588531,ST-1312
1454,5,2287. 능안마을입구,1,20,37.45561981,127.06710052,ST-1313
1455,10,2293. SPC 앞,0,0,37.48479843,127.03699493,ST-1360
1456,15,2294. 두상빌딩 앞,37,247,37.47590637,127.04624176,ST-1361
1457,10,2297. 남부터미널역 1번출구,14,140,37.48567200,127.01592255,ST-1404
1458,12,2299. 한전아트센터 앞,0,0,37.48646927,127.02806091,ST-1406
1459,10,2301. 현대고등학교 건너편,3,30,37.52407074,127.02178955,ST-777
1460,10,2302. 교보타워 버스정류장(신논현역 3번출구 후면),7,70,37.50558090,127.02427673,ST-787
1461,15,2303. 논현역 10번출구,1,7,37.51137161,127.02146149,ST-788
1462,10,2304. 대현그린타워,6,60,37.51162720,127.03565216,ST-789
1463,6,2305. MCM 본사 직영점 앞,5,83,37.52064133,127.03450775,ST-790
1464,26,2306. 압구정역 2번 출구 옆,2,8,37.52712250,127.02871704,ST-791
1465,10,2307. 압구정 한양 3차 아파트,4,40,37.52838135,127.03901672,ST-792
1466,14,2308. 압구정파출소 앞,13,93,37.52930069,127.03559875,ST-793
1467,10,2309. 청담역(우리들병원 앞),2,20,37.51890182,127.04938507,ST-783
1468,10,2310. 청담동 맥도날드 옆(위치),4,40,37.52361298,127.04017639,ST-794
1469,6,2311. 학동로 래미안 아파트 앞,0,0,37.51777267,127.04302216,ST-786
1470,10,2312. 청담역 13번 출구 앞,1,10,37.52058029,127.05632782,ST-795
1471,10,2313. 금원빌딩 앞,3,30,37.52511597,127.05246735,ST-796
1472,10,2315. 봉은사역 5번출구 옆,1,10,37.51424789,127.06111908,ST-799
1473,10,2317. 삼성도로공원,4,40,37.51588821,127.06620026,ST-784
1474,16,2318. 삼성중앙역4번출구(문화센터더 리빌),0,0,37.51357651,127.05503082,ST-801
1475,10,2319. 포스코사거리 서측(수협 삼성동 지점),12,120,37.50660706,127.05467987,ST-802
1476,10,2320. 도곡역 대치지구대 방향,12,120,37.49191284,127.05709076,ST-803
1477,10,2321. 학여울역 사거리,1,10,37.49611664,127.06944275,ST-804
1478,10,2324. 천주교 대치 2동 교회 옆,6,60,37.50043869,127.06622314,ST-807
1479,10,2325. 대치삼성아파트 앞 교차로,3,30,37.49864960,127.05931854,ST-808
1480,10,2326. 대치동 삼성로,0,0,37.50239563,127.05879974,ST-809
1481,15,2327. 뱅뱅사거리 랜드마크타워 앞,12,80,37.49055099,127.03146362,ST-810
1482,10,2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,7,70,37.50321198,127.04273224,ST-811
1483,10,2329. 르네상스호텔사거리 역삼지하보도 2번출구,1,10,37.50235748,127.04319000,ST-812
1484,10,2330. 역삼월드메르디앙아파트 앞,2,20,37.49219894,127.03945923,ST-813
1485,10,2331. 동영문화센터앞,0,0,37.49805069,127.04460144,ST-814
1486,8,2332. 선릉역3번출구,10,125,37.50410461,127.04903412,ST-815
1487,15,2333. 양재역 3번출구 주변,0,0,37.48515701,127.03407288,ST-816
1488,12,2334. 삼호아파트 2동 ( 간선도로),0,0,37.49375916,127.04589844,ST-817
1489,15,2335. 3호선 매봉역 3번출구앞,28,187,37.48676682,127.04676056,ST-818
1490,10,2336. 강남세브란스교차로  래미안그레이튼 104동 앞,18,180,37.49423599,127.04746246,ST-819
1491,10,2337. 대모산입구역 2번출구 앞,14,140,37.49207687,127.07197571,ST-782
1492,10,2339. 현대아파트 정문 앞,1,10,37.48326111,127.05229950,ST-820
1493,17,2340. 삼호물산버스정류장(23370) 옆,20,118,37.47750854,127.04517365,ST-821
1494,10,2341. 일원역 4~5번 출구 사이,0,0,37.48331070,127.08493805,ST-822
1495,15,2342. 대청역 1번출구  뒤,10,67,37.49390793,127.07962036,ST-823
1496,10,2344. 리엔파크 2단지 앞,27,270,37.46506119,127.10119629,ST-779
1497,11,2347. 두산건설 본사,7,64,37.51863861,127.03540039,ST-961
1498,23,2348. 포스코사거리(기업은행),20,87,37.50723267,127.05685425,ST-797
1499,12,2349. 역삼빌딩 앞(하나은행 옆),0,0,37.50154495,127.03856659,ST-959
1500,9,2350. 래미안그레이튼102동앞,0,0,37.49482346,127.04790497,ST-960
1501,11,2351. 청소년수련관(수영장)앞,0,0,37.48387909,127.08902740,ST-937
1502,6,2352. 서울본부세관(건설회관 앞),13,217,37.51758957,127.03502655,ST-962
1503,10,2353. 강남구청역 2번출구 뒤,0,0,37.51681137,127.04047394,ST-963
1504,5,2354. 청담역 2번출구,1,20,37.51978683,127.05676270,ST-953
1505,10,2356. 강남구청,2,20,37.51807022,127.04711914,ST-954
1506,10,2357. 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),3,30,37.50166321,127.04297638,ST-966
1507,7,2358. 구룡초사거리 (현대아파트10동 앞 ),2,29,37.48138428,127.05391693,ST-957
1508,10,"2359. 국립국악중,고교 정문 맞은편",12,120,37.47560501,127.05037689,ST-958
1509,9,2360. 도곡1동 주민센터 교차로,3,33,37.49280930,127.04138947,ST-956
1510,10,2362. 신사동 가로수길 입구,2,20,37.51763535,127.02245331,ST-1171
1511,15,2363. 강남 을지병원 교차로,3,20,37.51913834,127.02751923,ST-1172
1512,10,2364. 도산공원교차로,6,60,37.52124023,127.03189850,ST-1173
1513,15,2365. K+ 타워 앞,7,47,37.52330017,127.03847504,ST-1174
1514,7,2368. 도곡동 경남아파트 건너편,0,0,37.48934174,127.04129791,ST-1177
1515,20,2369. KT선릉타워,10,50,37.50542831,127.05287170,ST-1178
1516,10,2370. 한티역 3번출구,1,10,37.49655151,127.05429840,ST-1179
1517,6,2371. 한국우편사업진흥원,1,17,37.51474762,127.03513336,ST-1180
1518,10,2372. 대치역 사거리,31,310,37.49449921,127.06379700,ST-1181
1519,20,2373. 개포동역 사거리,4,20,37.48927689,127.06557465,ST-1182
1520,14,2375. 수서역 1번출구 앞,23,164,37.48735046,127.10099792,ST-1184
1521,14,2376. 수서역 6번출구 앞,33,236,37.48677826,127.10051727,ST-1185
1522,9,2377. 수서역 5번출구,24,267,37.48735046,127.10232544,ST-1186
1523,12,2380. 봉은사로68길 북측,1,8,37.51169586,127.04934692,ST-1245
1524,8,2381. 언주역 3번출구앞,2,25,37.50799942,127.03383636,ST-1246
1525,6,2382. 역삼동 sk뷰 501동앞,1,17,37.50122833,127.05036163,ST-1247
1526,10,2383. 보금자리정원,41,410,37.46632767,127.09488678,ST-1248
1527,15,2384. 자곡사거리,60,400,37.47602844,127.10594177,ST-1364
1528,10,2385. 학동역,7,70,37.51395035,127.03015137,ST-1365
1529,10,2386. 크린랩 본사,0,0,37.50958633,127.04090881,ST-1366
1530,10,2387. 래미안강남힐즈 사거리,31,310,37.47245407,127.09607697,ST-1407
1531,18,2388. 강남구 도시관리공단,0,0,37.51678467,127.05161285,ST-1433
1532,15,2389. 경기여자고등학교 후문 (삼성로3길 입구),22,147,37.48616028,127.06723785,ST-1559
1533,13,2390. 구룡마을 입구 (래미안블레스티지 아파트),41,315,37.48088074,127.06304169,ST-1560
1534,5,2391. 구룡터널 입구(개포1단지아파트),6,120,37.47598648,127.05962372,ST-1561
1535,10,2392. 구룡산 입구 (구룡산 서울둘레길 입구),1,10,37.47447205,127.05545044,ST-1562
1536,10,2394. 개포래미안포레스트아파트 107동 앞,0,0,37.48025131,127.05419159,ST-1564
1537,15,2396. 영동3교 북단(우성캐릭터 앞 보도),2,13,37.48574066,127.05104828,ST-1566
1538,10,2398. 더라움,9,90,37.50811005,127.03945160,ST-1568
1539,10,2401. 밀알학교 입구 (삼성서울병원 입구),0,0,37.48656082,127.08267212,ST-1571
1540,10,2403. 공무원연금매점 교차로 (개포주공9단지 입구),19,190,37.48871994,127.07453918,ST-1573
1541,10,2404. 대모산입구역 4번 출구 앞,36,360,37.49180984,127.07315826,ST-1574
1542,14,2405. 청담공원앞 교차로,0,0,37.51871109,127.05084991,ST-1575
1543,10,2406. 논현동 광명빌딩 앞,4,40,37.51757050,127.02364349,ST-1576
1544,10,2407. 역삼서초삼성 세무서 앞 (역삼빌딩 앞),7,70,37.49847031,127.03011322,ST-1577
1545,14,2408. 강남한양수자인아파트,16,114,37.47734070,127.11327362,ST-1578
1546,20,2409. 역삼동 디오슈페리움 (우성아파트 사거리),13,65,37.49206161,127.03074646,ST-1679
1547,10,2410. 포스코피앤에스타워 (역삼역 3번출구 부근),1,10,37.49959946,127.03375244,ST-1680
1548,15,2411. 세곡동 성당,28,187,37.47296906,127.11222839,ST-1703
1549,20,2413.도곡역 1번 출구,30,150,37.49095917,127.05498505,ST-1879
1550,20,2414. 도곡역 아카데미스위트 앞,3,15,37.48897171,127.05182648,ST-1880
1551,15,2415.한티역 롯데백화점 앞,3,20,37.49667358,127.05342865,ST-1881
1552,10,2416.한티역 6번 출구,1,10,37.49589920,127.05219269,ST-1882
1553,10,"2417.선정릉 디캠프(D,CAMP)앞",0,0,37.50799942,127.04524994,ST-1883
1554,10,2418.봉은사역 7번 출구 ,2,20,37.51393509,127.05982208,ST-1884
1555,13,"2419.봉은사역 1,2번 출구 ",0,0,37.51430893,127.05970001,ST-1885
1556,20,2420.학여울역 사거리(LG베스트샵 앞),10,50,37.49689484,127.07013702,ST-1886
1557,10,2422.수서동 성당 맞은편,13,130,37.48416901,127.09484863,ST-1888
1558,10,2423.영희초교 사거리(래미안개포루체하임),24,240,37.49083710,127.08065033,ST-1889
1559,20,2425.세곡동 사거리(대왕초등학교 정류장),5,25,37.46461868,127.10684967,ST-1891
1560,10,2426.강남한신휴플러스 6단지,2,20,37.46829605,127.10469818,ST-1892
1561,10,2427.개포고등학교 정문앞,2,20,37.48485184,127.05837250,ST-1893
1562,10,2429.압구정로데오역 6번출구,3,30,37.52745438,127.04042816,ST-1895
1563,10,2430.강남파이낸스센터앞(역삼역2번출구),1,10,37.50024414,127.03605652,ST-1896
1564,10,2431.대치역 7번출구,30,300,37.49411774,127.06290436,ST-1897
1565,10,2501. 서초 포레스타5단지,24,240,37.45066071,127.05706024,ST-1552
1566,9,2502. 서초역1번출구 앞,0,0,37.49195099,127.00855255,ST-1553
1567,10,2503. 반포1동 서초빌딩 앞,6,60,37.50381088,127.02136230,ST-1554
1568,10,2504. 신사역 4번출구 뒤,0,0,37.51588058,127.01930237,ST-1555
1569,12,2505. 우성아파트사거리 (기업은행앞),8,67,37.49325943,127.02953339,ST-1556
1570,10,2506. LG유플러스 (방배사옥),15,150,37.47909164,126.99067688,ST-1557
1571,16,2509. 심산기념문화센터,5,31,37.49836349,126.99114990,ST-1655
1572,8,2510. JW타워,0,0,37.48303986,127.02146149,ST-1735
1573,10,2511. 이수역 6번출구 앞,2,20,37.48398972,126.98234558,ST-1739
1574,10,2514.사평역 2번출구,14,140,37.50364304,127.01602173,ST-1899
1575,15,2515.서초초등학교 후문,10,67,37.49892807,127.02472687,ST-1900
1576,9,2516.본마을 노인복지센터 앞,15,167,37.45441818,127.05274200,ST-1901
1577,20,2517. 서초그랑자이 앞,15,75,37.48768234,127.02478790,ST-1902
1578,10,2518. 서초동 현대아파트 앞,14,140,37.48731613,127.02489471,ST-1903
1579,10,2519.서초2교(사임당로 방면),11,110,37.49100876,127.02352142,ST-1904
1580,20,2520.서초1교 (진흥아파트 방면),5,25,37.49593353,127.02177429,ST-1905
1581,13,2521.서초 크로바타워 앞,10,77,37.49556351,127.01918030,ST-1906
1582,10,2523.뉴코아 킴스클럽 앞,9,90,37.51019287,127.00725555,ST-1908
1583,15,2524.반포쇼핑타운 8동 앞,5,33,37.50735092,127.00801849,ST-1909
1584,20,2525.반포쇼핑타운 2동 앞,17,85,37.50560760,127.00215912,ST-1910
1585,12,2529.우리은행 방배동지점 앞,11,92,37.48991776,126.99208069,ST-1914
1586,15,2530.삼호3차아파트 앞,11,73,37.49779510,126.98706818,ST-1915
1587,20,2531.멤피스아파트 앞,15,75,37.49420547,126.98935699,ST-1916
1588,13,2532.국립국악원 앞,2,15,37.47820282,127.00878143,ST-1917
1589,10,2533.한가람미술관 앞,1,10,37.48087692,127.01452637,ST-1918
1590,10,2535.신반포역 3번출구 뒤,5,50,37.50362396,126.99732208,ST-1920
1591,10,2536.서초종합체육관 입구,2,20,37.45899582,127.04132080,ST-1921
1592,10,2537.양재역 8번출구 앞,0,0,37.48257065,127.03643799,ST-1922
1593,25,2538.사평리근린공원,36,144,37.52026749,127.01525116,ST-1923
1594,20,2539.대한무역투자진흥공사 KOTRA 앞,20,100,37.46540833,127.04377747,ST-2404
1595,10,2540.반포천 앞,17,170,37.49905014,126.99625397,ST-1924
1596,10,2541.옛골 입구,10,100,37.43097687,127.07033539,ST-1925
1597,10,2542.신논현타워 앞,13,130,37.50508881,127.02391052,ST-1926
1598,15,2545.국립중앙도서관(국제회의장옆),14,93,37.49721146,127.00427246,ST-1929
1599,7,2547. 반포래미안 리오센트,19,271,37.51832199,127.01480865,ST-2414
1600,18,2548.반포1동 자율방범초소 옆,0,0,37.50847626,127.01676178,ST-2415
1601,10,2549.LH 서초 4단지 403동,26,260,37.45924759,127.02390289,ST-2416
1602,10,2550.양재동 꽃시장 건너편,8,80,37.46738434,127.04145813,ST-2417
1603,16,2601. 석촌호수 아뜰리에,8,50,37.50674820,127.09883118,ST-1590
1604,10,2603. 송파 글마루 도서관,1,10,37.48095322,127.13010406,ST-1592
1605,10,2604. 풍납토성 서성벽터A,22,220,37.53131104,127.11128235,ST-1627
1606,15,2606. 위례동주민센터,78,520,37.48117447,127.14361572,ST-1657
1607,10,2608. 송파구청,33,330,37.51499176,127.10611725,ST-1681
1608,10,2609. 보성중고등학교 후문 앞,0,0,37.52048874,127.13520050,ST-1682
1609,7,2611. 송파지역자활센터 뒤,9,129,37.53641891,127.11616516,ST-1684
1610,5,2612. 광평교사거리 인근,0,0,37.48871994,127.10982513,ST-1685
1611,8,2613. 잠실나들목,11,138,37.51678085,127.09049225,ST-1705
1612,15,2614. 가락고등학교 앞,0,0,37.50186157,127.11723328,ST-1706
1613,15,2615. 테라타워2,13,87,37.48834991,127.12078094,ST-1707
1614,10,2616. 거여동 사거리,2,20,37.49704742,127.14035034,ST-1716
1615,15,2617. 가락삼환아파트 앞,0,0,37.49618149,127.13803101,ST-1717
1616,14,2618. 삼전역 1번출구,16,114,37.50471115,127.08756256,ST-1728
1617,9,2619. 석촌고분역 4번출구,21,233,37.50233841,127.09644318,ST-1729
1618,12,2620. 송파나루역 4번 출구옆,22,183,37.50997925,127.11231232,ST-1730
1619,15,2621. 한성백제역 2번 출구,4,27,37.51665878,127.11625671,ST-1719
1620,20,2622. 올림픽공원역 3번출구,10,50,37.51625824,127.13059235,ST-1720
1621,15,2623.석촌동 주민센터,20,133,37.50362396,127.10355377,ST-1851
1622,15,2625.가락종합 사회복지관,11,73,37.49553680,127.10720062,ST-1852
1623,15,"2626.경찰병원역 1,2번 출구 사이",3,20,37.49569321,127.12385559,ST-1853
1624,15,2627.문정시영아파트 5동 앞 공원,0,0,37.49112320,127.13510895,ST-1854
1625,15,2628.문정역 1번출구,46,307,37.48669815,127.12244415,ST-1855
1626,12,2630.서울방이동 고분군,0,0,37.50786591,127.11698914,ST-1857
1627,15,2631.배명고등학교,17,113,37.49741364,127.09630585,ST-1858
1628,9,2632.석촌고분역 2번 출구,18,200,37.50264359,127.09739685,ST-1859
1629,20,2633.송파학사 옆,7,35,37.47817993,127.14710236,ST-1860
1630,10,2634.위례포레샤인아파트 2318동,62,620,37.47799301,127.13723755,ST-1861
1631,21,2635.잠실새내역 1번출구,26,124,37.51129532,127.08673859,ST-1862
1632,15,2637. 아시아지하보도 14번 출구,14,93,37.51146317,127.07881165,ST-1864
1633,18,2639.석촌역 8번출구,8,44,37.50550461,127.10657501,ST-1866
1634,15,2641.송파역 4번출구,25,167,37.50004959,127.11151123,ST-1793
1635,12,2642.마천동 성내천 쉼터,18,150,37.50149536,127.14778137,ST-1794
1636,10,2643.풍납중학교 측면,0,0,37.52515793,127.11694336,ST-1795
1637,10,2644. 성내5교,10,100,37.50166702,127.13774109,ST-1796
1638,8,2645.잠실나들목2(엘스아파트136동),3,38,37.51621246,127.08434296,ST-1797
1639,12,2646.레이크펠리스101동앞,14,117,37.50775909,127.09129333,ST-1867
1640,7,2647.잠실 자전거 수리센터 앞,11,157,37.51100922,127.10114288,ST-1868
1641,30,2648.헬리오시티 112동 앞,12,40,37.49469757,127.10464478,ST-1869
1642,10,2649.오금공원사거리2,0,0,37.50544357,127.13233185,ST-1870
1643,7,2650.위례22단지 2208동 다리앞,19,271,37.47854996,127.13813782,ST-1871
1644,20,2651.경찰병원역 3번출구 앞,9,45,37.49612427,127.12480164,ST-1872
1645,41,2652.송파 레미니스1단지 102동 앞,2,5,37.50883102,127.13426208,ST-1873
1646,25,2653.올림픽공원사거리(선수촌아파트),2,8,37.51202011,127.12864685,ST-1874
1647,10,2654.올림픽선수촌아파트 136동 앞,1,10,37.50997543,127.13369751,ST-1875
1648,20,2655.송이공원,0,0,37.50057983,127.11884308,ST-1876
1649,10,2656.풍납동 아이파크 107동 앞,2,20,37.52480316,127.11463928,ST-1878
1650,10,2657.송파 파인타운 11단지 ,8,80,37.47916031,127.13219452,ST-1877
1651,10,2658.가락몰 업무동,32,320,37.49535751,127.11569214,ST-2409
1652,10,2659.서울친환경유통센터,1,10,37.49416733,127.10453033,ST-2410
1653,26,2701. 마곡나루역 5번출구 뒤편,13,50,37.56520081,126.82731628,ST-1718
1654,20,2702. 마곡 엠밸리2단지,8,40,37.56917953,126.81944275,ST-1727
1655,20,2703.서울도시가스 앞 ,25,125,37.54748535,126.87202454,ST-2018
1656,10,2704.홈플러스(강서점),8,80,37.55852127,126.85401154,ST-2020
1657,13,2706.강서공업고등학교 앞,27,208,37.57631683,126.81649780,ST-2022
1658,20,2707.한강아파트,32,160,37.57036972,126.84441376,ST-2023
1659,15,2708.강서한강자이타워 앞,36,240,37.56468201,126.84890747,ST-2024
1660,20,2709.강변아파트 310동 앞,29,145,37.56458664,126.85691833,ST-2025
1661,30,2710.라이품 공영주차장 앞,35,117,37.57131958,126.84166718,ST-2026
1662,18,2712.화곡터널입구교차로,8,44,37.53835678,126.84236145,ST-2028
1663,10,2713.우장초등학교 앞,33,330,37.54853439,126.84667206,ST-2029
1664,25,2715.마곡나루역 2번 출구 ,8,32,37.56692505,126.82743835,ST-2031
1665,20,2716.롯데 R&D 센터,30,150,37.57094193,126.82831573,ST-2032
1666,62,2717.LG유플러스 마곡사옥,101,163,37.56133652,126.83390045,ST-2033
1667,15,2718.마곡수명산파크1단지,34,227,37.55519104,126.83146667,ST-2034
1668,40,2719.마곡문화공원,70,175,37.56121063,126.83034515,ST-2035
1669,30,2720.힐스테이트에코,19,63,37.55965805,126.82960510,ST-2036
1670,12,2721.등촌1-10단지 교차로,6,50,37.56320572,126.83936310,ST-2037
1671,13,2723.마곡 필네이처,3,23,37.56089401,126.83669281,ST-2040
1672,25,2724.(재)FITI시험연구원,16,64,37.56848526,126.83856964,ST-2041
1673,20,2725.서울식물원 식물문화센터,10,50,37.56883621,126.83563232,ST-2042
1674,25,2727.서울식물원 잔디마당 앞,32,128,37.56392670,126.83064270,ST-2044
1675,65,2728.마곡나루역 3번 출구,5,8,37.56580353,126.82807922,ST-2045
1676,30,2729.넥센 유니버시티 앞,33,110,37.56948471,126.82809448,ST-2046
1677,30,2730.마곡메가박스 앞,17,57,37.55912781,126.83495331,ST-2047
1678,20,2731.명덕고교,18,90,37.55524063,126.83471680,ST-2048
1679,14,2732.마곡수명산 1-2단지 ,12,86,37.55530930,126.82985687,ST-2049
1680,20,2733.마곡13단지 정문 앞,25,125,37.55863190,126.81991577,ST-2050
1681,10,2737.까치산역 3번 출구,20,200,37.53158951,126.84664154,ST-2054
1682,20,2739.수명산파크1단지교차로,36,180,37.55363083,126.82861328,ST-2056
1683,20,2740.마곡레포츠센터,26,130,37.57297516,126.83244324,ST-2057
1684,8,2741.마곡수명산파크5-6단지,17,213,37.55061722,126.82688141,ST-2058
1685,10,2742.강서구민올림픽체육센터,4,40,37.55990601,126.85042572,ST-2059
1686,25,2744.강서세무서 앞,5,20,37.56209183,126.82096863,ST-2411
1687,9,2745.수명초등학교,6,67,37.55255890,126.82311249,ST-2412
1688,10,2746.수명산파크 4단지 411동 앞,25,250,37.55134964,126.82493591,ST-2419
1689,30,2801. 대륭포스트타워1차,31,103,37.48437119,126.89542389,ST-1753
1690,10,2804.항동지구 6단지 602동 앞,32,320,37.47737503,126.82001495,ST-1944
1691,10,2805.구로자원순환센터 ,1,10,37.48250961,126.82575989,ST-1945
1692,10,2806.항동지구 4단지 입구,15,150,37.48259735,126.82645416,ST-1946
1693,10,2807.항동지구 1단지 105동 앞,11,110,37.48062897,126.82181549,ST-1947
1694,10,2808.항동지구 2단지 202동 앞,11,110,37.48080826,126.82190704,ST-1948
1695,10,2809.항동지구 11단지 1103동 앞,32,320,37.47790527,126.82311249,ST-1949
1696,10,2810.항동지구 3단지 311동 앞,24,240,37.47793961,126.82327271,ST-1950
1697,15,2812.항동프라자,31,207,37.47983170,126.82275391,ST-1952
1698,5,2813.항동지구 3단지 302동 앞,8,160,37.47937012,126.82546997,ST-1953
1699,10,2814.항동지구 10단지 1001동 앞,2,20,37.47934341,126.82563782,ST-1954
1700,12,2815.항동지구 7단지 정문,12,100,37.47603607,126.81658936,ST-1955
1701,5,2816.항동지구 8단지 803동옆(주차장입구),6,120,37.47473145,126.81700897,ST-1956
1702,10,2817.천왕이펜하우스5단지 앞,6,60,37.47989655,126.84037018,ST-1957
1703,14,2818.천왕이펜하우스3단지 앞,15,107,37.48223877,126.83853149,ST-1958
1704,20,2819.하늘숲초등학교 앞,34,170,37.48366547,126.84161377,ST-1959
1705,10,2820.신세기아파트 앞,21,210,37.49396515,126.85304260,ST-1960
1706,10,2821.청구아파트 앞,23,230,37.50119019,126.86353302,ST-1961
1707,14,2822.제니스스포츠 앞,21,150,37.50452042,126.87055206,ST-1962
1708,10,2823.중앙유통단지 앞,32,320,37.49981308,126.87431335,ST-1963
1709,10,2824.미래사랑어린이공원 앞,13,130,37.51006317,126.88956451,ST-1964
1710,10,2825.초롱타운 앞,17,170,37.49545288,126.88039398,ST-1965
1711,10,2826.가마산지하보도 옆,37,370,37.48864746,126.88047028,ST-1966
1712,8,2901.공릉동풍림아파트 101동,18,225,37.62981415,127.06650543,ST-2067
